"","gameID","sketchID","numBackground","numCausal","numFunctional","numSymbol","totalStrokes","propCausal","propFunctional","propSymbol","propBackground","_id","iterationName","stimulus","prolificID","studyID","sessionID","experiment_id","credit_token","recruitmentPlatform","rt","key_press","phase","condition","batch","trial_type","toy_id","sketch_nav","orig_gameID","trialNum","corr_inter","key_check","corr_roi","corr_key","corrAns","sketchName"
"11","0034-407a5880-3590-44b6-9969-695fe9eb92c4","gears_2.6913-0d12dbb2-8462-4303-b6cf-7479942d1541",7,3,3,0,13,0.230769230769231,0.230769230769231,0,0.538461538461538,"6042b9c8704124640312aea2","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",15426.9949999998,"Pull","intervention","depictive","38","image-button-response","gears_2","data/run1/6913-0d12dbb2-8462-4303-b6cf-7479942d1541_gears_2_depictive.png","6913-0d12dbb2-8462-4303-b6cf-7479942d1541",0,"Rotate",NA,0,NA,0,"6913-0d12dbb2-8462-4303-b6cf-7479942d1541"
"12","0034-407a5880-3590-44b6-9969-695fe9eb92c4","levers_2.8099-977cb375-6430-4168-9a78-d0ac87428542",0,4,3,9,16,0.25,0.1875,0.5625,0,"6042b9cb704124640312aea3","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",1975.99999999965,"Rotate","intervention","explanatory","38","image-button-response","levers_2","data/run1/8099-977cb375-6430-4168-9a78-d0ac87428542_levers_2_explanatory.png","8099-977cb375-6430-4168-9a78-d0ac87428542",1,"Push",NA,0,NA,0,"8099-977cb375-6430-4168-9a78-d0ac87428542"
"13","0132-097a95b1-4a12-4969-9b18-4f49197e77f3","levers_2.4439-0eca0566-7cd9-4da5-b710-085e65a285e5",5,3,3,4,15,0.2,0.2,0.266666666666667,0.333333333333333,"60678fb8fc33af4bc2f7962e","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",6049.95000000054,"Push","intervention","explanatory","49","image-button-response","levers_2","data/run1/4439-0eca0566-7cd9-4da5-b710-085e65a285e5_levers_2_explanatory.png","4439-0eca0566-7cd9-4da5-b710-085e65a285e5",5,"Push",NA,1,NA,1,"4439-0eca0566-7cd9-4da5-b710-085e65a285e5"
"14","0132-097a95b1-4a12-4969-9b18-4f49197e77f3","pulleys_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada",5,2,2,0,9,0.222222222222222,0.222222222222222,0,0.555555555555556,"60678fb1fc33af4bc2f7962d","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",4502.96999999956,"unintelligible","intervention","depictive","49","image-button-response","pulleys_1","data/run1/1881-7a2da28a-47fe-4371-abd1-e8ca6740eada_pulleys_1_depictive.png","1881-7a2da28a-47fe-4371-abd1-e8ca6740eada",4,"Pull",NA,0,NA,0,"1881-7a2da28a-47fe-4371-abd1-e8ca6740eada"
"15","0132-097a95b1-4a12-4969-9b18-4f49197e77f3","gears_2.5191-babaa9e9-312d-4429-8546-0b7b2395d92c",6,7,7,16,36,0.194444444444444,0.194444444444444,0.444444444444444,0.166666666666667,"60678facfc33af4bc2f7962c","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",5622.07500000115,"unintelligible","intervention","explanatory","49","image-button-response","gears_2","data/run1/5191-babaa9e9-312d-4429-8546-0b7b2395d92c_gears_2_explanatory.png","5191-babaa9e9-312d-4429-8546-0b7b2395d92c",3,"Rotate",NA,0,NA,0,"5191-babaa9e9-312d-4429-8546-0b7b2395d92c"
"16","0132-097a95b1-4a12-4969-9b18-4f49197e77f3","gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638",0,2,0,8,10,0.2,0,0.8,0,"60678fa5fc33af4bc2f7962b","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",3736.76499999964,"Rotate","intervention","explanatory","49","image-button-response","gears_1","data/run1/0219-e77f751a-a934-4602-97a0-f2c0bd8bd638_gears_1_explanatory.png","0219-e77f751a-a934-4602-97a0-f2c0bd8bd638",2,"Rotate",NA,1,NA,1,"0219-e77f751a-a934-4602-97a0-f2c0bd8bd638"
"17","0132-097a95b1-4a12-4969-9b18-4f49197e77f3","levers_1.1991-e997567a-fe35-409f-a17b-8a14b7585294",4,3,4,7,18,0.166666666666667,0.222222222222222,0.388888888888889,0.222222222222222,"60678fa0fc33af4bc2f7962a","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",9461.62499999991,"unintelligible","intervention","explanatory","49","image-button-response","levers_1","data/run1/1991-e997567a-fe35-409f-a17b-8a14b7585294_levers_1_explanatory.png","1991-e997567a-fe35-409f-a17b-8a14b7585294",1,"Push",NA,0,NA,0,"1991-e997567a-fe35-409f-a17b-8a14b7585294"
"18","0132-097a95b1-4a12-4969-9b18-4f49197e77f3","pulleys_2.1887-0675d919-20c4-4940-9610-d294d43c9bc1",3,4,4,0,11,0.363636363636364,0.363636363636364,0,0.272727272727273,"60678f96fc33af4bc2f79629","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",4457.06000000064,"Pull","intervention","explanatory","49","image-button-response","pulleys_2","data/run1/1887-0675d919-20c4-4940-9610-d294d43c9bc1_pulleys_2_explanatory.png","1887-0675d919-20c4-4940-9610-d294d43c9bc1",0,"Pull",NA,1,NA,1,"1887-0675d919-20c4-4940-9610-d294d43c9bc1"
"19","0142-796ed169-de84-4c37-98bd-d959d97de4ea","pulleys_2.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538",2,6,0,4,12,0.5,0,0.333333333333333,0.166666666666667,"60664e11fc33af4bc2f79519","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",7161.07000000193,"Pull","intervention","explanatory","27","image-button-response","pulleys_2","data/run1/0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538_pulleys_2_explanatory.png","0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538",0,"Pull",NA,1,NA,1,"0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538"
"20","0142-796ed169-de84-4c37-98bd-d959d97de4ea","gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294",4,2,2,0,8,0.25,0.25,0,0.5,"60664e1cfc33af4bc2f7951a","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",9328.94999999553,"Rotate","intervention","depictive","27","image-button-response","gears_1","data/run1/1991-e997567a-fe35-409f-a17b-8a14b7585294_gears_1_depictive.png","1991-e997567a-fe35-409f-a17b-8a14b7585294",1,"Rotate",NA,1,NA,1,"1991-e997567a-fe35-409f-a17b-8a14b7585294"
"21","0142-796ed169-de84-4c37-98bd-d959d97de4ea","pulleys_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8",14,4,6,0,24,0.166666666666667,0.25,0,0.583333333333333,"60664e40fc33af4bc2f7951e","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",10011.4250000042,"Pull","intervention","explanatory","27","image-button-response","pulleys_1","data/run1/3890-0990b186-d2cb-4b92-98cb-eb634cf917b8_pulleys_1_explanatory.png","3890-0990b186-d2cb-4b92-98cb-eb634cf917b8",5,"Pull",NA,1,NA,1,"3890-0990b186-d2cb-4b92-98cb-eb634cf917b8"
"22","0142-796ed169-de84-4c37-98bd-d959d97de4ea","levers_2.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794",2,2,0,8,12,0.166666666666667,0,0.666666666666667,0.166666666666667,"60664e23fc33af4bc2f7951b","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",6473.46499998821,"Push","intervention","explanatory","27","image-button-response","levers_2","data/run1/0699-e9c84818-251c-4d0a-ab36-a05f17f4e794_levers_2_explanatory.png","0699-e9c84818-251c-4d0a-ab36-a05f17f4e794",2,"Push",NA,1,NA,1,"0699-e9c84818-251c-4d0a-ab36-a05f17f4e794"
"23","0142-796ed169-de84-4c37-98bd-d959d97de4ea","gears_2.9810-988306f1-19e0-4158-a007-261fc2d3ae0b",4,3,4,0,11,0.272727272727273,0.363636363636364,0,0.363636363636364,"60664e35fc33af4bc2f7951d","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",8890.95500000985,"Rotate","intervention","depictive","27","image-button-response","gears_2","data/run1/9810-988306f1-19e0-4158-a007-261fc2d3ae0b_gears_2_depictive.png","9810-988306f1-19e0-4158-a007-261fc2d3ae0b",4,"Rotate",NA,1,NA,1,"9810-988306f1-19e0-4158-a007-261fc2d3ae0b"
"24","0142-796ed169-de84-4c37-98bd-d959d97de4ea","levers_1.4786-26a27eb2-3267-43ec-9911-66d292ce846f",5,3,0,0,8,0.375,0,0,0.625,"60664e2bfc33af4bc2f7951c","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",6452.01999999699,"Push","intervention","depictive","27","image-button-response","levers_1","data/run1/4786-26a27eb2-3267-43ec-9911-66d292ce846f_levers_1_depictive.png","4786-26a27eb2-3267-43ec-9911-66d292ce846f",3,"Push",NA,1,NA,1,"4786-26a27eb2-3267-43ec-9911-66d292ce846f"
"25","0155-bb538261-9c94-4099-9286-21d3cf57d43a","levers_2.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2",8,5,4,8,25,0.2,0.16,0.32,0.32,"604652f1704124640312b1c1","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",6658.57500000129,"Rotate","intervention","explanatory","1","image-button-response","levers_2","data/run1/4032-8dfa87ba-2459-483b-a538-b02c05bbdab2_levers_2_explanatory.png","4032-8dfa87ba-2459-483b-a538-b02c05bbdab2",5,"Push",NA,0,NA,0,"4032-8dfa87ba-2459-483b-a538-b02c05bbdab2"
"26","0155-bb538261-9c94-4099-9286-21d3cf57d43a","levers_1.6913-0d12dbb2-8462-4303-b6cf-7479942d1541",2,9,5,0,16,0.5625,0.3125,0,0.125,"604652dd704124640312b1be","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",7248.20499999623,"Push","intervention","explanatory","1","image-button-response","levers_1","data/run1/6913-0d12dbb2-8462-4303-b6cf-7479942d1541_levers_1_explanatory.png","6913-0d12dbb2-8462-4303-b6cf-7479942d1541",2,"Push",NA,1,NA,1,"6913-0d12dbb2-8462-4303-b6cf-7479942d1541"
"27","0155-bb538261-9c94-4099-9286-21d3cf57d43a","gears_2.7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5",2,3,5,0,10,0.3,0.5,0,0.2,"604652ea704124640312b1c0","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",5896.56000000105,"Pull","intervention","depictive","1","image-button-response","gears_2","data/run1/7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5_gears_2_depictive.png","7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5",4,"Rotate",NA,0,NA,0,"7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5"
"28","0155-bb538261-9c94-4099-9286-21d3cf57d43a","gears_1.6913-0d12dbb2-8462-4303-b6cf-7479942d1541",5,1,2,0,8,0.125,0.25,0,0.625,"604652d5704124640312b1bd","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",5106.13999999623,"Rotate","intervention","explanatory","1","image-button-response","gears_1","data/run1/6913-0d12dbb2-8462-4303-b6cf-7479942d1541_gears_1_explanatory.png","6913-0d12dbb2-8462-4303-b6cf-7479942d1541",1,"Rotate",NA,1,NA,1,"6913-0d12dbb2-8462-4303-b6cf-7479942d1541"
"29","0155-bb538261-9c94-4099-9286-21d3cf57d43a","pulleys_2.7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5",11,3,3,0,17,0.176470588235294,0.176470588235294,0,0.647058823529412,"604652cf704124640312b1bc","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",6810.7799999998,"Pull","intervention","depictive","1","image-button-response","pulleys_2","data/run1/7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5_pulleys_2_depictive.png","7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5",0,"Pull",NA,1,NA,1,"7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5"
"30","0155-bb538261-9c94-4099-9286-21d3cf57d43a","pulleys_1.6317-08207a69-0532-454a-a7d0-1f5618708db0",2,4,4,11,21,0.19047619047619,0.19047619047619,0.523809523809524,0.0952380952380952,"604652e3704124640312b1bf","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",4763.59500000399,"Rotate","intervention","explanatory","1","image-button-response","pulleys_1","data/run1/6317-08207a69-0532-454a-a7d0-1f5618708db0_pulleys_1_explanatory.png","6317-08207a69-0532-454a-a7d0-1f5618708db0",3,"Pull",NA,0,NA,0,"6317-08207a69-0532-454a-a7d0-1f5618708db0"
"31","0203-13b0f85d-4b09-48ae-bfbf-80f5d9bc0dc2","gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada",2,24,23,0,49,0.489795918367347,0.469387755102041,0,0.0408163265306122,"60663b48fc33af4bc2f794fc","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",976,"Rotate","intervention","explanatory","25","image-button-response","gears_1","data/run1/1881-7a2da28a-47fe-4371-abd1-e8ca6740eada_gears_1_explanatory.png","1881-7a2da28a-47fe-4371-abd1-e8ca6740eada",3,"Rotate",NA,1,NA,1,"1881-7a2da28a-47fe-4371-abd1-e8ca6740eada"
"32","0203-13b0f85d-4b09-48ae-bfbf-80f5d9bc0dc2","gears_2.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df",10,6,6,0,22,0.272727272727273,0.272727272727273,0,0.454545454545455,"60663b46fc33af4bc2f794fb","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",574,"Push","intervention","explanatory","25","image-button-response","gears_2","data/run1/0366-5aa209bd-fda5-4afd-b896-9371d73ab1df_gears_2_explanatory.png","0366-5aa209bd-fda5-4afd-b896-9371d73ab1df",2,"Rotate",NA,0,NA,0,"0366-5aa209bd-fda5-4afd-b896-9371d73ab1df"
"33","0203-13b0f85d-4b09-48ae-bfbf-80f5d9bc0dc2","levers_1.7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5",0,5,0,6,11,0.454545454545455,0,0.545454545454545,0,"60663b4afc33af4bc2f794fd","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",729,"unintelligible","intervention","explanatory","25","image-button-response","levers_1","data/run1/7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5_levers_1_explanatory.png","7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5",4,"Push",NA,0,NA,0,"7873-86193d3b-b7ba-4998-b5c2-eef9e242d7d5"
"34","0203-13b0f85d-4b09-48ae-bfbf-80f5d9bc0dc2","levers_2.4786-26a27eb2-3267-43ec-9911-66d292ce846f",6,2,0,1,9,0.222222222222222,0,0.111111111111111,0.666666666666667,"60663b45fc33af4bc2f794fa","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",997,"Rotate","intervention","explanatory","25","image-button-response","levers_2","data/run1/4786-26a27eb2-3267-43ec-9911-66d292ce846f_levers_2_explanatory.png","4786-26a27eb2-3267-43ec-9911-66d292ce846f",1,"Push",NA,0,NA,0,"4786-26a27eb2-3267-43ec-9911-66d292ce846f"
"35","0203-13b0f85d-4b09-48ae-bfbf-80f5d9bc0dc2","pulleys_1.4565-36193ae4-51f5-4fa7-8105-88a5da44b9da",0,0,3,6,9,0,0.333333333333333,0.666666666666667,0,"60663b4cfc33af4bc2f794fe","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",748,"Push","intervention","explanatory","25","image-button-response","pulleys_1","data/run1/4565-36193ae4-51f5-4fa7-8105-88a5da44b9da_pulleys_1_explanatory.png","4565-36193ae4-51f5-4fa7-8105-88a5da44b9da",5,"Pull",NA,0,NA,0,"4565-36193ae4-51f5-4fa7-8105-88a5da44b9da"
"36","0203-13b0f85d-4b09-48ae-bfbf-80f5d9bc0dc2","pulleys_2.2659-dd1b5c39-13c7-4a69-836f-03279f53939d",9,0,1,0,10,0,0.1,0,0.9,"60663b43fc33af4bc2f794f9","pilot2","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",5106,"Pull","intervention","depictive","25","image-button-response","pulleys_2","data/run1/2659-dd1b5c39-13c7-4a69-836f-03279f53939d_pulleys_2_depictive.png","2659-dd1b5c39-13c7-4a69-836f-03279f53939d",0,"Pull",NA,1,NA,1,"2659-dd1b5c39-13c7-4a69-836f-03279f53939d"
"37","0233-191db4f4-e9e8-4c5d-aa43-30f77619fb07","levers_2.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5",4,4,3,12,23,0.173913043478261,0.130434782608696,0.521739130434783,0.173913043478261,"604526b8704124640312b02d","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",21127,"Rotate","intervention","explanatory","19","image-button-response","levers_2","data/run1/0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5_levers_2_explanatory.png","0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5",1,"Push",NA,0,NA,0,"0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5"
"38","0233-191db4f4-e9e8-4c5d-aa43-30f77619fb07","gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e",3,4,2,2,11,0.363636363636364,0.181818181818182,0.181818181818182,0.272727272727273,"604526a2704124640312b02c","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",20432,"Rotate","intervention","explanatory","19","image-button-response","gears_1","data/run1/2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e_gears_1_explanatory.png","2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e",0,"Rotate",NA,1,NA,1,"2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e"
"39","0233-191db4f4-e9e8-4c5d-aa43-30f77619fb07","levers_1.8099-977cb375-6430-4168-9a78-d0ac87428542",7,9,13,0,29,0.310344827586207,0.448275862068966,0,0.241379310344828,"604526cc704124640312b031","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",2426,"Rotate","intervention","depictive","19","image-button-response","levers_1","data/run1/8099-977cb375-6430-4168-9a78-d0ac87428542_levers_1_depictive.png","8099-977cb375-6430-4168-9a78-d0ac87428542",5,"Push",NA,0,NA,0,"8099-977cb375-6430-4168-9a78-d0ac87428542"
"40","0233-191db4f4-e9e8-4c5d-aa43-30f77619fb07","pulleys_2.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5",12,3,3,0,18,0.166666666666667,0.166666666666667,0,0.666666666666667,"604526c9704124640312b030","pilot1","stim/gears_1_annotations_edited.png",NA,NA,NA,1957,"94edbf1cbf524148b93e396bc6194eae","sona",3974,"Pull","intervention","depictive","19","image-button-response","pulleys_2","data/run1/0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5_pulleys_2_depictive.png","0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5",4,"Pull",NA,1,NA,1,"0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5"
